source_id,designation,ra,dec,phot_g_mean_mag,parallax,bp_rp,ph_qual,j_m,h_m,ks_m
598952911917441664,08493865+1137066,132.41103006323635,11.618458897241451,13.186102,1.1872158647678066,0.8526087,AAA,12.072,11.706,11.636
604908352225725568,08505976+1139222,132.7489565369424,11.65614696340193,12.607279,4.662505899320108,1.3311958,AAA,10.995,10.462,10.314
604903468852379904,08520356+1141238,133.01477662817524,11.689962317917043,12.572901,1.1348171776928684,0.7383938,AAA,11.634,11.365,11.306
604901957018617728,08523026+1142505,133.12610322120312,11.714006761625196,13.976336,1.0678979629082317,0.7843218,AAA,12.948,12.689,12.645
598959032246073216,08492491+1144057,132.35375633346118,11.734898775706464,11.784922,1.2256855861421474,1.1588373,AAA,10.296,9.831,9.708
604911410242411136,08511736+1146031,132.8222911797527,11.767553359645758,13.777426,1.1106803155947071,0.7652292,AAA,12.823,12.555,12.475
598965418861793280,08482629+1146050,132.1095743787169,11.767986677067848,12.738594,1.510723544342024,0.71945477,AAA,11.816,11.526,11.488
604917285757665920,08512057+1146163,132.8356724961179,11.771211754506856,12.782083,1.1729727079209071,0.60569096,AAA,12.004,11.833,11.791
598965487581269376,08481985+1146516,132.08273725374946,11.780897750763394,13.963865,0.8621076985393841,0.79146767,AAA,12.96,12.661,12.608
598971195593467904,08483849+1147175,132.16026347043683,11.788255419034387,13.477284,4.255123011759407,1.2450838,AAA,11.952,11.386,11.295
604740981643806208,08543992+1148138,133.66629392150324,11.803889162145516,12.493944,1.7791799000760675,0.67176056,AAA,11.615,11.346,11.317
604918591427681024,08514864+1149156,132.9526148343308,11.821001917031989,10.866512,1.084898449645579,0.27563953,AAA,10.488,10.427,10.402
604934362547518080,08534915+1156291,133.45475156121776,11.941393626850967,12.779684,1.056605720345105,1.0851593,AAA,11.406,10.973,10.849
604944086353518592,08520330+1158046,133.0137191460236,11.96794278841992,13.851966,1.146057830424664,0.7825279,AAA,12.855,12.556,12.514
604924634452045824,08513009+1158245,132.87544441753195,11.973504168496692,13.894102,0.6318507840722396,0.6791115,AAA,12.977,12.748,12.685
604971264906413440,08512150+1159048,132.839547685253,11.984650561946603,13.970555,1.2913879865767568,0.77164364,AAA,12.989,12.706,12.641
604971264906411904,08512216+1159088,132.84226760275962,11.985865054519028,13.640763,1.5197858798587374,0.7966385,AAA,12.626,12.315,12.214
604970783870106624,08505702+1159158,132.73755716442255,11.987734514931494,12.96438,1.135392019914078,0.75546074,AAA,12.003,11.726,11.673
604841728693042176,08543762+1159370,133.65673302728285,11.993605706673096,13.099832,0.3442368350555149,0.8063717,AAA,11.889,11.57,11.488
604980473316372736,08500189+1200320,132.50782931473327,12.008888438233145,13.20877,0.9161526858826112,0.716733,AAA,12.307,12.089,11.998
604984665204470016,08492148+1204228,132.33945830233864,12.073040130074835,12.215913,1.2235920638681677,0.70082474,AAA,11.157,10.926,10.859
604996106997222912,08513823+1205075,132.9092360349069,12.085434056736943,13.646353,1.2861531070652772,0.7661152,AAA,12.655,12.407,12.262
604996068341455744,08514960+1206575,132.9567532169702,12.11591347538084,13.963866,0.4194919237148879,1.0083122,AAA,12.646,12.215,12.105
604941883034049280,08532523+1207057,133.35503961173302,12.118259293172784,13.342991,1.0313301184436148,0.6130209,AAA,12.593,12.381,12.321
604997206508853632,08512836+1207385,132.86812383948373,12.127381544528468,12.454363,1.2285507074238418,0.6010361,AAA,11.653,11.481,11.431
604977037342478592,08504379+1207407,132.68249099989924,12.127987626369178,8.916858,0.7909479694894175,1.9450145,AAA,6.544,5.727,5.515
605000024007420416,08510439+1208246,132.76823575866436,12.140145801880488,13.141925,1.1616089197820474,0.76594925,AAA,12.181,11.917,11.85
608004164652071296,08480934+1213572,132.03890919479966,12.232583133940937,12.199174,1.6754683779682318,0.68348217,AAA,11.349,11.128,11.064
605006101385053312,08521053+1217538,133.04381869043252,12.298252915573457,9.705128,5.499949717927109,0.70868206,AAA,8.799,8.559,8.454
605018750064853760,08501492+1220272,132.56215898950333,12.340864815260849,13.928545,0.6811220542897972,1.1000605,AAA,12.583,12.133,12.007
605120832847003520,08523874+1235497,133.1614973685343,12.597141838900884,13.648117,0.7087487711862646,1.1293344,AAA,12.219,11.745,11.676
605125054799449728,08521837+1239249,133.07663398757717,12.65692622205436,12.72154,1.8407023109457017,0.7151966,AAA,11.823,11.61,11.569
608033881531067648,08511434+1240027,132.80977615756353,12.667438855865848,13.253079,0.4484150749943518,1.1170244,AAA,11.813,11.297,11.199
598665084684327040,08521187+1058124,133.0493761460232,10.970137033861455,10.516026,4.533670519862221,0.76157284,AAA,9.565,9.32,9.249
608049175909265536,08500821+1243252,132.53420270990213,12.723630529085792,11.617917,0.7963920664266425,1.1444998,AAA,10.141,9.625,9.541
598849012364011520,08494990+1102412,132.4579057505083,11.044570565887176,11.09647,2.9461401204820885,0.8242197,AAA,10.057,9.742,9.675
598669684594080512,08514887+1103223,132.95295686632255,11.055992021806164,10.307779,9.229222284391714,0.94942665,AAA,9.101,8.769,8.701
598852826296025728,08485622+1108327,132.23428609456263,11.142389843437584,12.402362,1.9036922332157364,0.71491814,AAA,11.279,10.986,10.955
598678003945922944,08521748+1110524,133.07277679493671,11.181215924055037,13.005664,3.1637314252265254,1.0072393,AAA,11.747,11.341,11.309
598873918878952704,08502713+1110571,132.6130748770782,11.18245841946412,12.854787,1.5755242634312987,1.1660757,AAA,11.422,10.933,10.808
604633470023113600,08534839+1112451,133.451651466569,11.21251478845694,13.667922,0.988182365968082,0.7979803,AAA,12.645,12.344,12.301
598870074883601280,08482147+1115449,132.08945472149102,11.262528416885614,13.762543,0.8733687187764146,0.68521786,AAA,12.886,12.655,12.586
598879111494760704,08493991+1116156,132.4162799377851,11.270945304753411,12.587991,2.6620251632218914,0.87792206,AAA,11.487,11.205,11.119
598877084270172672,08503403+1117173,132.64180482135228,11.288079961755438,12.999082,1.3484387258032864,0.704092,AAA,12.097,11.823,11.782
598882169510991872,08505954+1117310,132.74806266262866,11.29191513124776,11.5057955,2.3442993516970443,0.7108555,AAA,10.59,10.358,10.296
598692538115255936,08515690+1117549,132.98717990840333,11.298575058839717,10.688121,2.000599135219598,0.33673,AAA,10.255,10.189,10.137
598870757783016448,08482232+1118172,132.0930165991547,11.304772462250464,11.685758,1.212785705849012,1.094737,AAA,10.299,9.864,9.733
598884952650222336,08512395+1124494,132.84974869133725,11.41369687300574,13.148294,1.1383217473343883,0.7302246,AAA,12.22,11.935,11.895
598886017802111104,08512057+1127446,132.83571089528093,11.462369707446507,12.906685,0.3012573450247268,1.0544624,AAA,11.517,11.088,10.984
598944841674153088,08484198+1129080,132.17489838559055,11.485595736997723,12.607081,1.8137226568898257,0.6696348,AAA,11.735,11.49,11.472
604716006409635456,08544465+1130053,133.686049092436,11.501442758406302,10.273758,2.494463793808459,0.5158415,AAA,9.621,9.457,9.426
598944635515718272,08485445+1131061,132.22688594970916,11.518199008485894,13.839614,1.9137967268535083,1.1438274,AAA,12.419,11.924,11.848
604894707113832704,08512593+1133001,132.85802503339934,11.550009171192468,12.560714,1.1060934570050205,0.7372503,AAA,11.635,11.403,11.3
604908455306509056,08504499+1137302,132.6874425113845,11.625085866247588,11.888347,3.8908407648375056,0.9676962,AAA,10.662,10.302,10.199
598951438743912192,08484433+1138342,132.18468693471257,11.6428383572492,13.178524,1.1462695606402389,0.7356272,AAA,12.235,11.977,11.923
604908386585458944,08510365+1140309,132.7651435231104,11.67526999886678,13.252105,0.8393156300043457,0.7406626,AAA,12.287,12.021,11.964
604910688686988288,08505842+1142120,132.74342875908457,11.70342849736076,13.58818,1.596437617104938,0.8143139,AAA,12.104,11.783,11.696
604901652076632960,08524165+1143286,133.17343198446986,11.724561164918253,13.995899,0.8230729918408493,1.066515,AAA,12.65,12.155,12.098
604917487620349184,08511734+1147005,132.8222290853847,11.783505206210943,12.937614,1.1946952151594008,0.728776,AAA,12.017,11.749,11.723
598969718124729216,08475954+1149542,131.99809898547605,11.83169253553092,13.931716,0.6750444826467084,0.8029423,AAA,12.908,12.528,12.523
604920927889929216,08511268+1150345,132.80277383094378,11.84293949128852,13.486864,1.20271063953514,0.74941254,AAA,12.536,12.276,12.194
604920923594172928,08511360+1150380,132.80665032201827,11.843909917167544,12.152578,1.0850906354783445,0.8487072,AAA,10.972,10.67,10.599
604920923594172672,08511444+1150402,132.81010485552775,11.84452229275972,13.237622,1.1303945339284969,0.74976254,AAA,12.281,12.031,11.948
604921129752600832,08511877+1151186,132.82816875996772,11.855184554157471,12.798285,1.158826963687591,1.0301142,AAA,11.502,11.089,11.02
604969168962427904,08504634+1154310,132.69307431468172,11.90861761695279,13.475734,1.1389694984527998,0.8123636,AAA,12.432,12.137,12.082
604967858996571392,08495814+1155532,132.4922235317308,11.931379934495956,12.313837,2.327568118034748,0.694644,AAA,11.428,11.208,11.144
604969787437705216,08505439+1156290,132.72659575297266,11.94139687712538,12.633916,1.1235082277517143,0.72618484,AAA,11.706,11.435,11.372
604967996435524224,08500003+1156481,132.50005511409978,11.946678679681412,13.381305,1.1416691827051262,0.7361841,AAA,12.463,12.189,12.155
598978342419035904,08484901+1158336,132.20420894486324,11.975944504891032,13.599147,0.8685167952988271,1.1084118,AAA,12.201,11.766,11.676
605030840396683904,08541646+1204037,133.56844627321948,12.06776844639127,13.408762,1.1926508451416722,0.92199326,AAA,12.261,11.945,11.901
604949034155646592,08515174+1204467,132.96554980137256,12.079669720990868,13.310611,1.155380039750886,0.7494755,AAA,12.374,12.143,12.071
601986979894141440,08480433+1210049,132.0180553211671,12.167977659434886,12.0198965,0.5226274895777988,1.027853,AAA,10.683,10.233,10.165
605004387694123136,08521407+1212442,133.05859253999216,12.212282681852493,13.580754,1.116752239617244,0.7415848,AAA,12.636,12.385,12.301
605040358044209920,08545330+1213284,133.72205955666288,12.224548501200182,13.8220825,1.0603150376813213,0.7755041,AAA,12.88,12.599,12.564
605003185103316352,08512515+1214495,132.8547171380894,12.247118229980837,13.3435,2.8818966882962003,1.2312546,AAA,11.747,11.229,11.102
605013767903055616,08505433+1215341,132.72636286003353,12.259465576886152,13.485824,1.0998206019645695,0.7329273,AAA,12.566,12.287,12.236
605006105681033344,08521116+1217429,133.0464197585034,12.295237883579931,11.546223,5.536275434285924,0.9528637,AAA,10.342,10.01,9.921
608000419440566528,08490492+1219342,132.2704976406515,12.3261778121105,13.51873,0.7939914755788119,0.6599684,AAA,12.655,12.414,12.373
608013579220366336,08483954+1223572,132.16473061268618,12.399182743120988,12.628834,1.1968188235127355,0.69997597,AAA,11.711,11.491,11.465
605019982720567808,08505020+1224019,132.7091428552134,12.400447767813503,12.101649,1.947117979674997,0.6839533,AAA,11.263,11.016,10.991
608040684758376704,08492247+1235555,132.34364528512313,12.598792842644189,12.860282,0.6031086727009731,0.65161896,AAA,12.038,11.795,11.747
608035152841386240,08503798+1237299,132.65821514184228,12.62497933359121,13.231938,1.1323044377193092,0.71844006,AAA,12.299,12.059,11.997
608037901620454400,08503583+1242316,132.64920607082243,12.708728137215829,13.430124,1.4722646665853436,0.77324486,AAA,12.418,12.126,12.077
598666184195961344,08515877+1100090,132.9948120804521,11.002553888459182,13.433474,0.8582643281358753,0.65703297,AAA,12.509,12.328,12.225
608052092191505664,08495650+1244360,132.48541304805366,12.743329700628808,13.795974,0.7578103678601537,0.5821943,AAA,13.077,12.897,12.806
598845679469358464,08485492+1104134,132.22876690255788,11.070379053753909,13.369392,3.0525171171521217,1.0060368,AAA,12.088,11.661,11.623
598682986108054912,08510132+1105043,132.75546030837336,11.08452586172486,13.949178,0.7821605693463909,0.8089714,AAA,12.86,12.578,12.516
604636321881362432,08542527+1112277,133.6053204714753,11.207668811836648,12.851939,4.230070539014725,1.071743,AAA,11.505,11.059,10.967
604636562399566848,08541769+1112300,133.57369129738086,11.208332101627532,12.921674,2.0210364716274616,0.81597614,AAA,11.885,11.558,11.469
598877840184438016,08495399+1113436,132.47490548649498,11.228698232329949,11.320121,1.841619881061684,0.6960764,AAA,10.431,10.212,10.142
604683776975118976,08524902+1115555,133.20422893161194,11.26542069094818,12.234204,0.7268836501900886,0.4473877,AAA,11.59,11.277,11.226
598877530946179200,08502672+1119228,132.61132248068873,11.32296550745023,10.997499,5.7747571462210505,0.8216877,AAA,9.959,9.684,9.604
598880515948711424,08502915+1120268,132.62146172645674,11.340784869864208,13.715788,0.6059925745066843,0.5809803,AAA,12.974,12.785,12.759
604713876105870848,08541988+1125578,133.58279159968316,11.43271737501495,13.370337,1.435005490941381,0.7581663,AAA,12.405,12.163,12.04
604706385682950144,08524345+1128585,133.1810050984363,11.482937470546966,12.409035,3.363416056347062,0.9393892,AAA,11.204,10.847,10.763
598890381488889088,08505522+1131145,132.73001873364126,11.5207039282977,13.999897,1.1778103885999522,0.78497314,AAA,13.009,12.75,12.643
604899453053404160,08522093+1139063,133.0872200776265,11.651771441512649,13.04971,1.3487223903328769,0.7578497,AAA,12.065,11.775,11.707
604909172563627392,08505341+1140434,132.7225863190339,11.678703532423537,13.551199,0.928988272645371,0.802928,AAA,12.531,12.216,12.164
604727203388724480,08544519+1141052,133.6882594081435,11.684645547843292,13.713948,2.6385748292475597,1.0333633,AAA,12.41,11.954,11.884
604734148351495808,08541197+1141195,133.5498784859637,11.688761967204568,12.698385,1.536076537013739,0.63985825,AAA,11.869,11.674,11.626
604727757440140416,08545806+1143034,133.74193904548187,11.717629341831364,13.514575,0.3756229527114832,1.1632643,AAA,12.029,11.474,11.38
604903713660959488,08521074+1144058,133.04471397852356,11.734950880736651,10.640092,1.1820988824831915,0.1401701,AAA,10.412,10.427,10.406
604916731706106752,08514268+1146365,132.92778912251106,11.77678565518419,12.253431,2.045048344636363,0.76871586,AAA,11.238,10.939,10.88
604917423196609280,08512536+1147342,132.8556647740653,11.792844689726236,12.390759,1.0055823609241108,0.7672701,AAA,11.406,11.154,11.07
604917526275831040,08511918+1147546,132.82987263744636,11.798511415909555,13.535529,1.1693028487856258,0.76366234,AAA,12.566,12.247,12.182
604914708777298816,08510781+1148093,132.7825277025771,11.802599430947929,11.448335,1.764913306958535,0.5693121,AAA,10.697,10.509,10.455
604962365734255744,08502698+1148313,132.61239985454657,11.808684045409905,13.184756,1.1380132062573187,0.7799177,AAA,12.177,11.903,11.829
604917831217725312,08513057+1149131,132.877350503302,11.820329049332091,12.542159,1.1734913720701554,0.7674351,AAA,11.547,11.292,11.225
604920683076006272,08511901+1150057,132.8291867238187,11.834918935672093,12.390369,1.1486175014484674,0.7697544,AAA,11.428,11.155,11.106
604918179110923520,08513257+1150406,132.88569047044473,11.844607163145648,12.182929,1.1771611230855017,0.33847523,AAA,11.73,11.657,11.617
604921512005266048,08512618+1153520,132.85904725233848,11.897760851989633,10.205753,1.1845211386424317,1.2274218,AAA,8.619,8.113,7.96
604969203322162816,08504976+1154244,132.70729070042316,11.906764677711688,13.862936,1.172104512108807,0.7744694,AAA,12.887,12.555,12.503
604967244817098240,08501827+1155212,132.57608510110327,11.922538671175417,9.665227,1.294647982490923,1.2372551,AAA,8.087,7.531,7.423
604923367432823808,08514388+1156425,132.93281414390037,11.945133727472603,10.234691,1.1780903783504708,1.2470694,AAA,8.618,8.114,7.996
604946972571361152,08515145+1157497,132.9643616896929,11.963813202369447,12.647075,1.3315402711234396,0.7408905,AAA,11.702,11.445,11.355
604972226979105664,08510291+1200214,132.76210193196212,12.006009890745084,13.996565,2.421483824773696,1.1144495,AAA,12.64,12.188,12.03
601998215528589312,08474378+1207594,131.9324245681864,12.133153328943733,12.931565,0.7627355245356502,0.5661249,AAA,12.181,12.011,11.955
605054484192277504,08531494+1222336,133.31220002074534,12.375966321591486,12.387456,1.909407333580325,0.6863375,AAA,11.521,11.276,11.22
608003335722745856,08491878+1226439,132.32827683174355,12.445483972935882,12.367238,0.8491890946180262,1.1625099,AAA,10.863,10.359,10.24
605026549725389952,08511078+1227448,132.794968280989,12.462430763815313,13.335049,0.7629241900193677,0.7147331,AAA,12.434,12.186,12.129
605024350702099456,08515397+1227466,132.97490196812947,12.462882315407906,13.967761,1.6532315450139174,0.87349415,AAA,12.861,12.562,12.48
598655532677136256,08503181+1054192,132.63261182744364,10.905268774029423,12.28717,0.2481393249469701,1.250824,AAA,10.681,10.104,9.999
605123993942814976,08514020+1237090,132.9174291317755,12.61917373338622,13.885924,1.1744286060127522,0.88317966,AAA,12.754,12.437,12.33
598617943123292416,08521000+1055442,133.0416850637062,10.928890718438762,13.667251,1.2705602038194703,0.8093195,AAA,12.59,12.342,12.251
598667008829721856,08511300+1056343,132.8042075070918,10.942838205234558,13.447856,1.5401349984712578,0.7848625,AAA,12.424,12.155,12.082
608036943842391680,08505378+1241012,132.72416596098057,12.68361399655918,13.48398,1.03373008560986,0.91561604,AAA,12.333,11.962,11.88
598671647394332544,08522988+1102243,133.12456278884562,11.04007049179996,12.374294,2.1531537297056107,0.6820698,AAA,11.489,11.247,11.191
598672472028073088,08520342+1102496,133.01422406177733,11.047126329696107,11.073247,0.6740038190168248,1.1588364,AAA,9.531,9.079,8.998
604631069136455808,08532424+1105556,133.35099761207866,11.098807338572032,13.953985,1.218127892795721,0.9104748,AAA,12.802,12.439,12.394
598674018216264064,08524321+1107237,133.17985692055433,11.12321793691044,9.96724,7.069212868914504,0.76392746,AAA,9.009,8.768,8.639
604631825050707456,08530780+1107416,133.2824743355283,11.128226263672232,13.825941,3.1904490601937208,1.1778927,AAA,12.366,11.849,11.783
598853857087072000,08492899+1110075,132.37083589046236,11.16876223797435,12.481152,1.9717333210581576,0.76229954,AAA,11.503,11.254,11.137
604679928684426752,08525040+1111066,133.2099881722982,11.185213186632671,12.657259,1.3902183065340128,1.1257458,AAA,11.203,10.771,10.603
598867841500591616,08490035+1115364,132.25137650616892,11.26005748237043,13.037207,1.887697371199584,0.8008852,AAA,11.994,11.713,11.631
604685391882809728,08530558+1118063,133.27320108658589,11.30177403440984,13.09458,1.0682651395653544,0.968977,AAA,11.853,11.484,11.409
598895810327610624,08491393+1123210,132.30805700588095,11.38919840881702,13.295539,0.7347735005548701,0.5707369,AAA,12.557,12.358,12.327
604702911059189504,08521524+1127012,133.06353962032674,11.450283823236802,12.31929,2.086039485504425,0.83361816,AAA,11.23,10.916,10.848
598900788194342528,08495920+1128416,132.49664458015798,11.478195951185253,13.05644,1.0659845025103598,0.74163437,AAA,12.106,11.869,11.79
598945558933024000,08483602+1131469,132.15010626747406,11.52967311580542,13.105896,1.499053377333108,0.70645714,AAA,12.196,11.912,11.9
604718750893090304,08541333+1132132,133.55552692512632,11.53700116305476,13.519248,1.425988790437785,0.74526787,AAA,12.549,12.285,12.27
598902682275232640,08503379+1134213,132.64075227191051,11.572577923148446,13.559339,1.1608150866882294,0.74651146,AAA,12.603,12.341,12.275
604909657895767680,08511904+1140156,132.82930655944386,11.67102664949278,13.576005,1.17253033894808,0.73956585,AAA,12.638,12.376,12.337
604903026466218368,08515489+1140264,132.97858684950646,11.673811977562528,11.31192,2.9843892353773427,0.7342882,AAA,10.347,10.102,10.031
598955802430663680,08494289+1143088,132.4286582814481,11.719098809658549,12.556582,1.1505987118170358,0.73915195,AAA,11.626,11.362,11.265
604904503934969856,08514355+1144264,132.93140647428353,11.740680776325666,10.464759,1.2178935993126014,1.2657413,AAA,8.838,8.294,8.163
598959100965548416,08493261+1144551,132.38579114165785,11.748407986752593,11.318048,2.2385642813967634,1.0247583,AAA,9.985,9.547,9.443
604911341522932352,08512080+1145024,132.8366395258635,11.750680669965403,12.946713,1.1754835943173385,0.77453804,AAA,11.928,11.679,11.603
604904533998990592,08514375+1145148,132.9322467692491,11.754114740587678,12.958711,1.1480116098473825,0.7166929,AAA,12.027,11.805,11.729
604916701642080000,08514641+1146267,132.94334899041655,11.774074062147497,13.249134,1.1398841940372748,0.73538685,AAA,12.321,12.041,11.987
604916976519989248,08514149+1147361,132.92284520452912,11.793367350545322,13.944253,1.1718476550398178,0.80461025,AAA,12.912,12.601,12.531
604917629355042176,08512280+1148016,132.84496547830224,11.800481666248835,10.169919,1.157624067458051,1.236659,AAA,8.56,8.075,7.942
604915567770582912,08505171+1148102,132.71544678175795,11.802970187494124,13.059261,1.2110309771554728,0.7162466,AAA,11.611,11.342,11.288
604915567769578112,08505171+1148102,132.7153151775061,11.802813873037149,13.53045,1.1731001279752378,,AAA,11.611,11.342,11.288
604914708777297280,08510925+1148206,132.7884736054834,11.805723194140636,13.22975,1.1881258533755474,0.7428093,AAA,12.292,12.009,11.958
604917728138508160,08512377+1149493,132.84901041231075,11.830359410314015,11.241152,1.1074495819292327,1.0594492,AAA,9.897,9.482,9.367
604907115275046656,08520741+1150221,133.03085815325235,11.839476227075242,13.080602,1.1406007062193395,0.7654743,AAA,12.097,11.823,11.806
604942505805553920,08521641+1152402,133.06847490848938,11.877799091862542,13.515175,1.1976828674416866,0.69648457,AAA,12.592,12.297,12.273
604920240695111424,08514935+1153388,132.95558297375214,11.89417916328316,7.543855,3.439539444543372,1.2504802,AAA,5.889,5.409,5.232
604923470510324224,08514883+1156511,132.9534438346125,11.947554554442505,12.654641,1.2449842824121795,1.1066475,AAA,11.256,10.779,10.705
601980799436997376,08481936+1159229,132.08052119324051,11.989686348860056,13.83383,1.555584471277486,0.82693386,AAA,12.791,12.435,12.408
604945220224861184,08523676+1201094,133.15321815594055,12.019148865502414,13.374282,3.870053744465874,1.2319422,AAA,11.86,11.348,11.24
604842102353837952,08545739+1201313,133.73911224513682,12.025354393567117,12.753518,0.6387705744612394,1.1965294,AAA,11.244,10.695,10.615
604974219843958400,08503613+1202254,132.65050428422904,12.04041575003972,13.673564,0.7317457249246287,1.1384392,AAA,12.244,11.783,11.694
604981607187745792,08494517+1202271,132.4381456715036,12.04085004079514,13.389088,1.1297047483040137,0.71811676,AAA,12.444,12.18,12.156
604975731672412160,08505909+1204185,132.74619731915536,12.07180821589835,13.720022,0.7449114714772354,0.68131065,AAA,12.849,12.593,12.567
604950477264649600,08515993+1204589,132.99967871099096,12.083027369596389,12.646977,1.1974625837613575,0.75673866,AAA,11.663,11.413,11.385
604987306608483584,08501362+1205096,132.55675137691927,12.085964946554562,12.181097,2.34090093667907,0.7056503,AAA,11.293,11.086,11.006
604997202213330560,08512734+1207406,132.86371938949912,12.127791998043406,8.157011,5.622660195526254,0.49772835,AAA,7.285,7.134,7.086
601986949830116224,08475900+1209234,131.99582712205813,12.156488853924309,11.704589,0.61930114995664,1.222435,AAA,10.167,9.613,9.527
604989372488540416,08504704+1210128,132.69592754536365,12.170191041429607,12.497732,1.1399150776506994,0.8481989,AAA,11.425,11.101,11.059
604992288770544640,08493512+1210395,132.39630912291693,12.177667882722158,12.364269,0.7526351674592907,1.1124458,AAA,10.938,10.458,10.351
604998404803662080,08520136+1211101,133.00561220254997,12.186138688368146,13.519313,1.1354807688578596,0.7500515,AAA,12.576,12.326,12.224
608005603465364480,08480069+1218065,132.00285864827455,12.301773202828455,12.554532,2.4698644207416565,0.7986622,AAA,11.557,11.285,11.226
605018814489463680,08502111+1221117,132.5878740981118,12.353226591601274,10.199388,1.1682389040239518,1.3244886,AAA,8.52,7.978,7.819
605058465626467584,08541133+1225589,133.54692288620774,12.432994878953831,11.947672,8.450379138422658,1.3105421,AAA,10.33,9.771,9.677
605118595168646656,08522345+1230556,133.0978117342433,12.51538457289774,11.915535,1.0643158546533351,1.1585379,AAA,10.437,9.88,9.792
598642338537725184,08505428+1049004,132.72618156385676,10.816766678768492,13.360258,0.6856673952896113,0.772274,AAA,12.377,12.104,12.015
608033503573944704,08505732+1237201,132.73859196935717,12.622257941389218,9.5163,17.98963154245574,1.0195532,AAA,8.261,7.854,7.778
598858770529679616,08483588+1107245,132.1495293376657,11.123488509460095,12.518115,0.7006165002190687,1.1421375,AAA,11.047,10.514,10.431
598874502994504832,08500106+1111017,132.50440421962148,11.18376696450849,11.934748,1.2077596290210126,1.0967684,AAA,10.523,10.065,10.004
604683429082700032,08523529+1114131,133.14704267332317,11.237020512523408,12.387108,1.4316416779977994,0.6972828,AAA,11.515,11.26,11.219
598866535830540800,08484321+1114538,132.18009539677428,11.248259171867437,13.029944,1.4659378136713652,0.76312923,AAA,12.079,11.797,11.749
604640449345006592,08534915+1115373,133.4548195607927,11.26033439507619,13.031551,1.043319071659738,0.7364006,AAA,12.081,11.788,11.752
604696524438068864,08521195+1118157,133.0497525147313,11.304318908182266,13.353491,1.242577552731016,0.8062191,AAA,12.331,12.022,11.936
598871758510763264,08485814+1120165,132.24226047617273,11.337841673163268,13.884843,1.063575190023584,0.9139471,AAA,12.712,12.293,12.28
598918208581290368,08481310+1121317,132.05466372250936,11.358622937099812,9.147927,5.692095757831289,0.59423923,AAA,8.371,8.175,8.119
604689411972180480,08533287+1122175,133.38700529477103,11.371492916997834,13.4156275,1.686304815275777,0.86006546,AAA,12.339,12.02,11.968
598885979147130496,08511805+1126290,132.82514916621446,11.441373906810169,13.097951,1.181336820574772,0.7413931,AAA,12.167,11.883,11.842
598900139654610432,08501897+1127564,132.5790415407393,11.465674131597495,13.640699,1.272132023017775,0.75603867,AAA,12.698,12.422,12.345
604894127295608064,08511476+1130088,132.81169073789005,11.501618148672865,11.619803,7.081621493276169,1.0057106,AAA,10.354,9.94,9.842
598898387307969024,08494241+1130316,132.4267214815531,11.50874349480472,11.205496,1.8295574534992536,0.69620514,AAA,10.331,10.104,10.058
598904434621914496,08495254+1133065,132.46905751317462,11.551591960248452,12.129229,5.999810075232173,1.1080437,AAA,10.725,10.269,10.18
598949269784766848,08481502+1133538,132.06261643652212,11.564879404818845,12.947599,0.8775479268594915,1.08953,AAA,11.556,11.077,10.99
604708786569604480,08530471+1135054,133.2696351736048,11.584809114388742,13.3048115,1.0890544373994278,0.62727356,AAA,12.519,12.285,12.262
604908352225724288,08510082+1139375,132.7534068915958,11.660468148685055,12.456619,2.7116997054987886,0.86759377,AAA,11.381,11.068,11.004
598952121643047936,08484079+1140439,132.169903001353,11.678901708508782,13.557618,1.6518592592693393,0.85345745,AAA,12.475,12.148,12.119
604727409547154304,08544202+1141250,133.6751006285683,11.69027909399791,13.363029,0.2703224807044036,1.2356224,AAA,11.768,11.203,11.12
604904022898639232,08514465+1141510,132.93600366168363,11.697505091868935,13.069575,1.1554649742275136,0.7319746,AAA,12.12,11.887,11.802
604902682868787584,08523307+1145241,133.13778881672522,11.75668063861496,13.550175,1.1363185255240893,0.74014187,AAA,12.632,12.344,12.29
604911375882674176,08511682+1145416,132.82003534411135,11.761571302524906,13.967261,1.169714315062678,0.88873005,AAA,12.856,12.505,12.422
604916422468464768,08513123+1145505,132.8801036395372,11.764057641284063,12.476053,1.1496221428457618,0.75163937,AAA,11.515,11.224,11.184
598960058742607744,08491593+1146055,132.31637901521947,11.768190961420173,12.3931465,1.1559292718041014,0.8279314,AAA,11.331,11.04,10.988
604926288009182848,08524173+1147027,133.17385152171872,11.784023895685475,13.896236,1.0131768602501876,0.8966055,AAA,12.795,12.51,12.393
604917388836860544,08513244+1147523,132.88514110293403,11.79787151186476,12.479906,1.206115001249728,0.7909727,AAA,11.457,11.194,11.103
604920584292552832,08511164+1148505,132.79845931610862,11.814040886829336,13.630787,1.158334969025947,0.7623348,AAA,12.686,12.371,12.331
601970972551837184,08471354+1149029,131.80639185861062,11.817448372945888,13.342397,4.540718831078338,1.3563614,AAA,11.712,11.115,11.009
604917732434325248,08512296+1149131,132.8456268130823,11.820309197285225,13.152652,1.1856353394322168,0.6270447,AAA,12.365,12.155,12.076
604918076031622144,08513214+1150036,132.88390694834712,11.834331384283807,12.486162,1.0569172875527764,0.75955963,AAA,11.514,11.226,11.198
604965664269158656,08493465+1151256,132.3943557115092,11.857126084403252,9.094762,1.1511949907027392,1.483386,AAA,7.203,6.546,6.394
